date,city,business,avg_stars,diff_precip,avg_temp
2017-10-12,Charlotte,"""""""Starbucks""""""",1.0,0.0,71.5
2017-10-14,Charlotte,"""""""Starbucks""""""",4.5,0.0,68.5
2017-10-18,Charlotte,"""""""Starbucks""""""",2.0,0.0,70.5
2017-10-22,Charlotte,"""""""Starbucks""""""",3.0,0.0,67.5
2017-10-25,Charlotte,"""""""Starbucks""""""",3.0,0.0,72.0
2017-10-31,Charlotte,"""""""Starbucks""""""",3.0,0.0,70.0
2017-11-02,Charlotte,"""""""Starbucks""""""",3.0,0.0,66.0
2017-11-05,Charlotte,"""""""Starbucks""""""",5.0,0.0,62.5
2017-11-07,Charlotte,"""""""Starbucks""""""",3.0,0.0,61.0
2017-11-08,Charlotte,"""""""Starbucks""""""",2.0,0.0,56.5
2017-11-12,Charlotte,"""""""Starbucks""""""",3.0,0.0,58.5
2017-11-15,Charlotte,"""""""Starbucks""""""",3.0,0.0,58.0
2017-11-16,Charlotte,"""""""Starbucks""""""",3.0,0.0,65.5
2017-11-17,Charlotte,"""""""Starbucks""""""",2.0,0.0,64.5
2017-11-20,Charlotte,"""""""Starbucks""""""",2.0,0.0,52.5
2017-11-21,Charlotte,"""""""Starbucks""""""",1.0,0.0,59.5
2017-11-23,Charlotte,"""""""Starbucks""""""",3.0,0.0,65.0
2017-11-25,Charlotte,"""""""Starbucks""""""",3.0,0.0,63.5
2017-11-26,Charlotte,"""""""Starbucks""""""",2.0,0.0,63.5
2017-11-30,Charlotte,"""""""Starbucks""""""",4.0,0.0,55.5
2017-12-02,Charlotte,"""""""Starbucks""""""",4.0,0.0,55.0
2017-12-03,Charlotte,"""""""Starbucks""""""",2.6667,0.0,63.0
2017-12-06,Charlotte,"""""""Starbucks""""""",5.0,0.0,53.5
2017-12-09,Charlotte,"""""""Starbucks""""""",1.0,0.0,52.5
2017-12-10,Charlotte,"""""""Starbucks""""""",1.5,0.0,51.5
